Country_Region,Province_State,Last_Update,Confirmed,Deaths,ConfirmedPrevious,ConfirmedDailyIncrease,DeathsPrevious,DeathsDailyIncrease,ConfirmedPreviousIncrease,DeathsPreviousIncrease,ConfirmedSDSMA4,DeathsSDSMA4
US,Hawaii,2020-09-07,72146,651,64339,7807,548,103,11452,160,-3645,-57
US,Hawaii,2020-09-14,77620,769,72146,5474,651,118,7807,103,-2333,15
US,Hawaii,2020-09-21,82474,876,77620,4854,769,107,5474,118,-620,-11
US,Hawaii,2020-09-28,87557,992,82474,5083,876,116,4854,107,229,9
US,Hawaii,2020-10-05,92125,1147,87557,4568,992,155,5083,116,-515,39
US,Hawaii,2020-10-12,96360,1267,92125,4235,1147,120,4568,155,-333,-35
US,Hawaii,2020-10-19,100481,1418,96360,4121,1267,151,4235,120,-114,31
US,Hawaii,2020-10-26,104455,1509,100481,3974,1418,91,4121,151,-147,-60
US,Hawaii,2020-11-02,109051,1536,104455,4596,1509,27,3974,91,622,-64
US,Hawaii,2020-11-09,115471,1553,109051,6420,1536,17,4596,27,1824,-10
US,Hawaii,2020-11-16,119856,1578,115471,4385,1553,25,6420,17,-2035,8
US,Hawaii,2020-11-23,125123,1662,119856,5267,1578,84,4385,25,882,59
US,Hawaii,2020-11-30,129500,1757,125123,4377,1662,95,5267,84,-890,11
US,"Hendricks County, IN",2020-03-08,1,0,,,,,,,,
US,"Hendricks County, IN",2020-03-09,2,0,1,1,0,0,,,,
US,"Hillsborough, FL",2020-03-02,13,0,,,,,,,,
US,"Hillsborough, FL",2020-03-09,2,0,13,-11,0,0,,,,
US,"Honolulu County, HI",2020-03-07,2,0,,,,,,,,
US,"Honolulu County, HI",2020-03-09,2,0,2,0,0,0,,,,
US,"Hudson County, NJ",2020-03-08,1,0,,,,,,,,
US,"Hudson County, NJ",2020-03-09,1,0,1,0,0,0,,,,
US,"Humboldt County, CA",2020-02-21,3,0,,,,,,,,
US,"Humboldt County, CA",2020-02-24,7,0,3,4,0,0,,,,
US,"Humboldt County, CA",2020-03-02,7,0,7,0,0,0,4,0,-4,0
US,"Humboldt County, CA",2020-03-09,1,0,7,-6,0,0,0,0,-6,0
US,Idaho,2020-03-10,8,0,,,,,,,,
US,Idaho,2020-03-16,134,0,8,126,0,0,,,,
US,Idaho,2020-03-23,1106,15,134,972,0,15,126,0,846,15
US,Idaho,2020-03-30,5188,61,1106,4082,15,46,972,15,3110,31
US,Idaho,2020-04-06,8870,132,5188,3682,61,71,4082,46,-400,25
US,Idaho,2020-04-13,10882,268,8870,2012,132,136,3682,71,-1670,65
US,Idaho,2020-04-20,12664,364,10882,1782,268,96,2012,136,-230,-40
US,Idaho,2020-04-27,13922,427,12664,1258,364,63,1782,96,-524,-33
US,Idaho,2020-05-04,15182,463,13922,1260,427,36,1258,63,2,-27
US,Idaho,2020-05-11,16386,498,15182,1204,463,35,1260,36,-56,-1
US,Idaho,2020-05-18,17738,539,16386,1352,498,41,1204,35,148,6
US,Idaho,2020-05-25,19133,567,17738,1395,539,28,1352,41,43,-13
US,Idaho,2020-06-01,21084,580,19133,1951,567,13,1395,28,556,-15
US,Idaho,2020-06-08,23035,599,21084,1951,580,19,1951,13,0,6
US,Idaho,2020-06-15,26117,619,23035,3082,599,20,1951,19,1131,1
US,Idaho,2020-06-22,33284,629,26117,7167,619,10,3082,20,4085,-10
US,Idaho,2020-06-29,46929,646,33284,13645,629,17,7167,10,6478,7
US,Idaho,2020-07-06,66327,691,46929,19398,646,45,13645,17,5753,28
US,Idaho,2020-07-13,91637,785,66327,25310,691,94,19398,45,5912,49
US,Idaho,2020-07-20,116858,955,91637,25221,785,170,25310,94,-89,76
US,Idaho,2020-07-27,140764,1244,116858,23906,955,289,25221,170,-1315,119
US,Idaho,2020-08-03,163112,1551,140764,22348,1244,307,23906,289,-1558,18
US,Idaho,2020-08-10,185767,1785,163112,22655,1551,234,22348,307,307,-73
US,Idaho,2020-08-17,202916,2058,185767,17149,1785,273,22655,234,-5506,39
US,Idaho,2020-08-24,217308,2390,202916,14392,2058,332,17149,273,-2757,59
US,Idaho,2020-08-31,230356,2623,217308,13048,2390,233,14392,332,-1344,-99
US,Idaho,2020-09-07,243082,2843,230356,12726,2623,220,13048,233,-322,-13
US,Idaho,2020-09-14,255621,3027,243082,12539,2843,184,12726,220,-187,-36
US,Idaho,2020-09-21,274779,3187,255621,19158,3027,160,12539,184,6619,-24
US,Idaho,2020-09-28,297870,3301,274779,23091,3187,114,19158,160,3933,-46
US,Idaho,2020-10-05,324538,3502,297870,26668,3301,201,23091,114,3577,87
US,Idaho,2020-10-12,355790,3635,324538,31252,3502,133,26668,201,4584,-68
US,Idaho,2020-10-19,396414,3872,355790,40624,3635,237,31252,133,9372,104
US,Idaho,2020-10-26,439001,4264,396414,42587,3872,392,40624,237,1963,155
US,Idaho,2020-11-02,486944,4662,439001,47943,4264,398,42587,392,5356,6
US,Idaho,2020-11-09,548415,5164,486944,61471,4662,502,47943,398,13528,104
US,Idaho,2020-11-16,615133,5749,548415,66718,5164,585,61471,502,5247,83
US,Idaho,2020-11-23,679470,6272,615133,64337,5749,523,66718,585,-2381,-62
US,Idaho,2020-11-30,744773,6993,679470,65303,6272,721,64337,523,966,198
US,Illinois,2020-01-25,2,0.0,,,,,,,,
US,Illinois,2020-01-27,6,0.0,2,4,0.0,0.0,,,,
US,Illinois,2020-03-10,272,0,6,266,0.0,0.0,4,0.0,262,0.0
US,Illinois,2020-03-16,3237,26,272,2965,0,26,266,0.0,2699,26.0
US,Illinois,2020-03-23,18336,220,3237,15099,26,194,2965,26,12134,168
US,Illinois,2020-03-30,56245,1204,18336,37909,220,984,15099,194,22810,790
US,Illinois,2020-04-06,112609,3533,56245,56364,1204,2329,37909,984,18455,1345
US,Illinois,2020-04-13,182695,7368,112609,70086,3533,3835,56364,2329,13722,1506
US,Illinois,2020-04-20,261954,11673,182695,79259,7368,4305,70086,3835,9173,470
US,Illinois,2020-04-27,373320,16312,261954,111366,11673,4639,79259,4305,32107,334
US,Illinois,2020-05-04,496355,21574,373320,123035,16312,5262,111366,4639,11669,623
US,Illinois,2020-05-11,611676,27145,496355,115321,21574,5571,123035,5262,-7714,309
US,Illinois,2020-05-18,721165,32106,611676,109489,27145,4961,115321,5571,-5832,-610
US,Illinois,2020-05-25,811983,36067,721165,90818,32106,3961,109489,4961,-18671,-1000
US,Illinois,2020-06-01,873233,39857,811983,61250,36067,3790,90818,3961,-29568,-171
US,Illinois,2020-06-08,913679,43079,873233,40446,39857,3222,61250,3790,-20804,-568
US,Illinois,2020-06-15,943954,45598,913679,30275,43079,2519,40446,3222,-10171,-703
US,Illinois,2020-06-22,976114,47566,943954,32160,45598,1968,30275,2519,1885,-551
US,Illinois,2020-06-29,1013285,48766,976114,37171,47566,1200,32160,1968,5011,-768
US,Illinois,2020-07-06,1061606,51039,1013285,48321,48766,2273,37171,1200,11150,1073
US,Illinois,2020-07-13,1114520,52128,1061606,52914,51039,1089,48321,2273,4593,-1184
US,Illinois,2020-07-20,1176838,52867,1114520,62318,52128,739,52914,1089,9404,-350
US,Illinois,2020-07-27,1248453,53676,1176838,71615,52867,809,62318,739,9297,70
US,Illinois,2020-08-03,1329158,54533,1248453,80705,53676,857,71615,809,9090,48
US,Illinois,2020-08-10,1413853,55322,1329158,84695,54533,789,80705,857,3990,-68
US,Illinois,2020-08-17,1507021,56260,1413853,93168,55322,938,84695,789,8473,149
US,Illinois,2020-08-24,1603196,57223,1507021,96175,56260,963,93168,938,3007,25
US,Illinois,2020-08-31,1705903,58269,1603196,102707,57223,1046,96175,963,6532,83
US,Illinois,2020-09-07,1805676,59270,1705903,99773,58269,1001,102707,1046,-2934,-45
US,Illinois,2020-09-14,1893659,60338,1805676,87983,59270,1068,99773,1001,-11790,67
US,Illinois,2020-09-21,1987713,61417,1893659,94054,60338,1079,87983,1068,6071,11
US,Illinois,2020-09-28,2086491,62650,1987713,98778,61417,1233,94054,1079,4724,154
US,Illinois,2020-10-05,2195732,64067,2086491,109241,62650,1417,98778,1233,10463,184
US,Illinois,2020-10-12,2348751,65560,2195732,153019,64067,1493,109241,1417,43778,76
US,Illinois,2020-10-19,2550339,67499,2348751,201588,65560,1939,153019,1493,48569,446
US,Illinois,2020-10-26,2814052,69573,2550339,263713,67499,2074,201588,1939,62125,135
US,Illinois,2020-11-02,3195060,72206,2814052,381008,69573,2633,263713,2074,117295,559
US,Illinois,2020-11-09,3758683,75993,3195060,563623,72206,3787,381008,2633,182615,1154
US,Illinois,2020-11-16,4348230,81433,3758683,589547,75993,5440,563623,3787,25924,1653
US,Illinois,2020-11-23,4859778,87810,4348230,511548,81433,6377,589547,5440,-77999,937
US,Illinois,2020-11-30,5310951,95051,4859778,451173,87810,7241,511548,6377,-60375,864
US,Indiana,2020-03-10,79,0,,,,,,,,
US,Indiana,2020-03-16,572,19,79,493,0,19,,,,
US,Indiana,2020-03-23,5485,138,572,4913,19,119,493,19,4420,100
US,Indiana,2020-03-30,21347,572,5485,15862,138,434,4913,119,10949,315
US,Indiana,2020-04-06,45030,1737,21347,23683,572,1165,15862,434,7821,731
US,Indiana,2020-04-13,67394,3279,45030,22364,1737,1542,23683,1165,-1319,377
US,Indiana,2020-04-20,92354,4924,67394,24960,3279,1645,22364,1542,2596,103
US,Indiana,2020-04-27,125424,7245,92354,33070,4924,2321,24960,1645,8110,676
US,Indiana,2020-05-04,156917,9598,125424,31493,7245,2353,33070,2321,-1577,32
US,Indiana,2020-05-11,182994,11566,156917,26077,9598,1968,31493,2353,-5416,-385
US,Indiana,2020-05-18,208856,13247,182994,25862,11566,1681,26077,1968,-215,-287
US,Indiana,2020-05-25,231641,14455,208856,22785,13247,1208,25862,1681,-3077,-473
US,Indiana,2020-06-01,252847,15631,231641,21206,14455,1176,22785,1208,-1579,-32
US,Indiana,2020-06-08,271339,16621,252847,18492,15631,990,21206,1176,-2714,-186
US,Indiana,2020-06-15,289897,17438,271339,18558,16621,817,18492,990,66,-173
US,Indiana,2020-06-22,305944,18116,289897,16047,17438,678,18558,817,-2511,-139
US,Indiana,2020-06-29,325709,18637,305944,19765,18116,521,16047,678,3718,-157
US,Indiana,2020-07-06,348779,19150,325709,23070,18637,513,19765,521,3305,-8
US,Indiana,2020-07-13,379210,19562,348779,30431,19150,412,23070,513,7361,-101
US,Indiana,2020-07-20,417887,20096,379210,38677,19562,534,30431,412,8246,122
US,Indiana,2020-07-27,457270,20619,417887,39383,20096,523,38677,534,706,-11
US,Indiana,2020-08-03,498547,21096,457270,41277,20619,477,39383,523,1894,-46
US,Indiana,2020-08-10,543664,21678,498547,45117,21096,582,41277,477,3840,105
US,Indiana,2020-08-17,584032,22317,543664,40368,21678,639,45117,582,-4749,57
US,Indiana,2020-08-24,632936,22844,584032,48904,22317,527,40368,639,8536,-112
US,Indiana,2020-08-31,678340,23341,632936,45404,22844,497,48904,527,-3500,-30
US,Indiana,2020-09-07,718772,23850,678340,40432,23341,509,45404,497,-4972,12
US,Indiana,2020-09-14,762171,24353,718772,43399,23850,503,40432,509,2967,-6
US,Indiana,2020-09-21,801632,24833,762171,39461,24353,480,43399,503,-3938,-23
US,Indiana,2020-09-28,850428,25479,801632,48796,24833,646,39461,480,9335,166
US,Indiana,2020-10-05,910711,26193,850428,60283,25479,714,48796,646,11487,68
US,Indiana,2020-10-12,992194,27059,910711,81483,26193,866,60283,714,21200,152
US,Indiana,2020-10-19,1088246,28396,992194,96052,27059,1337,81483,866,14569,471
US,Indiana,2020-10-26,1210346,29806,1088246,122100,28396,1410,96052,1337,26048,73
US,Indiana,2020-11-02,1378110,31572,1210346,167764,29806,1766,122100,1410,45664,356
US,Indiana,2020-11-09,1622235,33631,1378110,244125,31572,2059,167764,1766,76361,293
US,Indiana,2020-11-16,1929527,35945,1622235,307292,33631,2314,244125,2059,63167,255
US,Indiana,2020-11-23,2225723,38768,1929527,296196,35945,2823,307292,2314,-11096,509
US,Indiana,2020-11-30,2517715,42164,2225723,291992,38768,3396,296196,2823,-4204,573
US,Iowa,2020-03-10,89,0,,,,,,,,
US,Iowa,2020-03-16,322,0,89,233,0,0,,,,
US,Iowa,2020-03-23,1423,12,322,1101,0,12,233,0,868,12
US,Iowa,2020-03-30,4437,76,1423,3014,12,64,1101,12,1913,52
US,Iowa,2020-04-06,8892,212,4437,4455,76,136,3014,64,1441,72
US,Iowa,2020-04-13,15492,416,8892,6600,212,204,4455,136,2145,68
US,Iowa,2020-04-20,29485,685,15492,13993,416,269,6600,204,7393,65
US,Iowa,2020-04-27,51934,1102,29485,22449,685,417,13993,269,8456,148
US,Iowa,2020-05-04,76364,1605,51934,24430,1102,503,22449,417,1981,86
US,Iowa,2020-05-11,95277,2217,76364,18913,1605,612,24430,503,-5517,109
US,Iowa,2020-05-18,112682,2851,95277,17405,2217,634,18913,612,-1508,22
US,Iowa,2020-05-25,129968,3525,112682,17286,2851,674,17405,634,-119,40
US,Iowa,2020-06-01,145168,4070,129968,15200,3525,545,17286,674,-2086,-129
US,Iowa,2020-06-08,160836,4460,145168,15668,4070,390,15200,545,468,-155
US,Iowa,2020-06-15,174315,4726,160836,13479,4460,266,15668,390,-2189,-124
US,Iowa,2020-06-22,190899,4875,174315,16584,4726,149,13479,266,3105,-117
US,Iowa,2020-06-29,210733,5026,190899,19834,4875,151,16584,149,3250,2
US,Iowa,2020-07-06,234029,5175,210733,23296,5026,149,19834,151,3462,-2
US,Iowa,2020-07-13,260412,5437,234029,26383,5175,262,23296,149,3087,113
US,Iowa,2020-07-20,285745,5719,260412,25333,5437,282,26383,262,-1050,20
US,Iowa,2020-07-27,309301,6018,285745,23556,5719,299,25333,282,-1777,17
US,Iowa,2020-08-03,332025,6357,309301,22724,6018,339,23556,299,-832,40
US,Iowa,2020-08-10,354791,6713,332025,22766,6357,356,22724,339,42,17
US,Iowa,2020-08-17,381859,7114,354791,27068,6713,401,22766,356,4302,45
US,Iowa,2020-08-24,425849,7589,381859,43990,7114,475,27068,401,16922,74
US,Iowa,2020-08-31,473789,8003,425849,47940,7589,414,43990,475,3950,-61
US,Iowa,2020-09-07,507889,8420,473789,34100,8003,417,47940,414,-13840,3
US,Iowa,2020-09-14,543694,8750,507889,35805,8420,330,34100,417,1705,-87
US,Iowa,2020-09-21,587050,9120,543694,43356,8750,370,35805,330,7551,40
US,Iowa,2020-09-28,631694,9534,587050,44644,9120,414,43356,370,1288,44
US,Iowa,2020-10-05,675681,10038,631694,43987,9534,504,44644,414,-657,90
US,Iowa,2020-10-12,728613,10577,675681,52932,10038,539,43987,504,8945,35
US,Iowa,2020-10-19,783695,11217,728613,55082,10577,640,52932,539,2150,101
US,Iowa,2020-10-26,864552,11896,783695,80857,11217,679,55082,640,25775,39
US,Iowa,2020-11-02,997445,12666,864552,132893,11896,770,80857,679,52036,91
US,Iowa,2020-11-09,1214351,13589,997445,216906,12666,923,132893,770,84013,153
US,Iowa,2020-11-16,1408669,14868,1214351,194318,13589,1279,216906,923,-22588,356
US,Iowa,2020-11-23,1558110,16287,1408669,149441,14868,1419,194318,1279,-44877,140
US,Iowa,2020-11-30,1668183,18060,1558110,110073,16287,1773,149441,1419,-39368,354
US,"Jackson County, OR",2020-03-07,3,0,,,,,,,,
US,"Jackson County, OR",2020-03-09,2,0,3,-1,0,0,,,,
US,"Jefferson County, KY",2020-03-09,1,0,,,,,,,,
US,"Jefferson County, WA",2020-03-07,2,0,,,,,,,,
US,"Jefferson County, WA",2020-03-09,1,0,2,-1,0,0,,,,
US,"Jefferson Parish, LA",2020-03-09,1,0,,,,,,,,
US,"Johnson County, IA",2020-03-09,3,0,,,,,,,,
US,"Johnson County, KS",2020-03-08,1,0,,,,,,,,
US,"Johnson County, KS",2020-03-09,1,0,1,0,0,0,,,,
US,Kansas,2020-03-10,24,3,,,,,,,,
US,Kansas,2020-03-16,247,9,24,223,3,6,,,,
US,Kansas,2020-03-23,1292,25,247,1045,9,16,223,6,822,10
US,Kansas,2020-03-30,3922,96,1292,2630,25,71,1045,16,1585,55
US,Kansas,2020-04-06,7659,295,3922,3737,96,199,2630,71,1107,128
US,Kansas,2020-04-13,11406,554,7659,3747,295,259,3737,199,10,60
US,Kansas,2020-04-20,18635,795,11406,7229,554,241,3747,259,3482,-18
US,Kansas,2020-04-27,30052,947,18635,11417,795,152,7229,241,4188,-89
US,Kansas,2020-05-04,43803,1162,30052,13751,947,215,11417,152,2334,63
US,Kansas,2020-05-11,53400,1324,43803,9597,1162,162,13751,215,-4154,-53
US,Kansas,2020-05-18,60647,1418,53400,7247,1324,94,9597,162,-2350,-68
US,Kansas,2020-05-25,66038,1489,60647,5391,1418,71,7247,94,-1856,-23
US,Kansas,2020-06-01,71217,1590,66038,5179,1489,101,5391,71,-212,30
US,Kansas,2020-06-08,75820,1689,71217,4603,1590,99,5179,101,-576,-2
US,Kansas,2020-06-15,82381,1757,75820,6561,1689,68,4603,99,1958,-31
US,Kansas,2020-06-22,91928,1843,82381,9547,1757,86,6561,68,2986,18
US,Kansas,2020-06-29,106062,1952,91928,14134,1843,109,9547,86,4587,23
US,Kansas,2020-07-06,124586,2041,106062,18524,1952,89,14134,109,4390,-20
US,Kansas,2020-07-13,145775,2129,124586,21189,2041,88,18524,89,2665,-1
US,Kansas,2020-07-20,167875,2261,145775,22100,2129,132,21189,88,911,44
US,Kansas,2020-07-27,188165,2458,167875,20290,2261,197,22100,132,-1810,65
US,Kansas,2020-08-03,207349,2625,188165,19184,2458,167,20290,197,-1106,-30
US,Kansas,2020-08-10,228032,2796,207349,20683,2625,171,19184,167,1499,4
US,Kansas,2020-08-17,252755,2930,228032,24723,2796,134,20683,171,4040,-37
US,Kansas,2020-08-24,282053,3088,252755,29298,2930,158,24723,134,4575,24
US,Kansas,2020-08-31,310653,3282,282053,28600,3088,194,29298,158,-698,36
US,Kansas,2020-09-07,334369,3542,310653,23716,3282,260,28600,194,-4884,66
US,Kansas,2020-09-14,361049,4059,334369,26680,3542,517,23716,260,2964,257
US,Kansas,2020-09-21,401562,4362,361049,40513,4059,303,26680,517,13833,-214
US,Kansas,2020-09-28,433427,4745,401562,31865,4362,383,40513,303,-8648,80
US,Kansas,2020-10-05,465175,5200,433427,31748,4745,455,31865,383,-117,72
US,Kansas,2020-10-12,502292,5839,465175,37117,5200,639,31748,455,5369,184
US,Kansas,2020-10-19,542075,6596,502292,39783,5839,757,37117,639,2666,118
US,Kansas,2020-10-26,598249,7061,542075,56174,6596,465,39783,757,16391,-292
US,Kansas,2020-11-02,680809,7775,598249,82560,7061,714,56174,465,26386,249
US,Kansas,2020-11-09,785586,8560,680809,104777,7775,785,82560,714,22217,71
US,Kansas,2020-11-16,922890,9414,785586,137304,8560,854,104777,785,32527,69
US,Kansas,2020-11-23,1057271,10505,922890,134381,9414,1091,137304,854,-2923,237
US,Kansas,2020-11-30,1164032,11836,1057271,106761,10505,1331,134381,1091,-27620,240
US,Kentucky,2020-03-10,72,0,,,,,,,,
US,Kentucky,2020-03-16,348,13,72,276,0,13,,,,
US,Kentucky,2020-03-23,1848,43,348,1500,13,30,276,13,1224,17
US,Kentucky,2020-03-30,5151,190,1848,3303,43,147,1500,30,1803,117
US,Kentucky,2020-04-06,9943,525,5151,4792,190,335,3303,147,1489,188
US,Kentucky,2020-04-13,16900,890,9943,6957,525,365,4792,335,2165,30
US,Kentucky,2020-04-20,24890,1314,16900,7990,890,424,6957,365,1033,59
US,Kentucky,2020-04-27,32667,1659,24890,7777,1314,345,7990,424,-213,-79
US,Kentucky,2020-05-04,42298,2019,32667,9631,1659,360,7777,345,1854,15
US,Kentucky,2020-05-11,50428,2281,42298,8130,2019,262,9631,360,-1501,-98
US,Kentucky,2020-05-18,58025,2647,50428,7597,2281,366,8130,262,-533,104
US,Kentucky,2020-05-25,64656,2874,58025,6631,2647,227,7597,366,-966,-139
US,Kentucky,2020-06-01,74897,3195,64656,10241,2874,321,6631,227,3610,94
US,Kentucky,2020-06-08,84067,3421,74897,9170,3195,226,10241,321,-1071,-95
US,Kentucky,2020-06-15,92320,3620,84067,8253,3421,199,9170,226,-917,-27
US,Kentucky,2020-06-22,102218,3812,92320,9898,3620,192,8253,199,1645,-7
US,Kentucky,2020-06-29,112020,4033,102218,9802,3812,221,9898,192,-96,29
US,Kentucky,2020-07-06,128017,4282,112020,15997,4033,249,9802,221,6195,28
US,Kentucky,2020-07-13,148586,4554,128017,20569,4282,272,15997,249,4572,23
US,Kentucky,2020-07-20,176939,4793,148586,28353,4554,239,20569,272,7784,-33
US,Kentucky,2020-07-27,205869,5100,176939,28930,4793,307,28353,239,577,68
US,Kentucky,2020-08-03,233056,5316,205869,27187,5100,216,28930,307,-1743,-91
US,Kentucky,2020-08-10,261836,5568,233056,28780,5316,252,27187,216,1593,36
US,Kentucky,2020-08-17,290939,5954,261836,29103,5568,386,28780,252,323,134
US,Kentucky,2020-08-24,322039,6359,290939,31100,5954,405,29103,386,1997,19
US,Kentucky,2020-08-31,355372,6799,322039,33333,6359,440,31100,405,2233,35
US,Kentucky,2020-09-07,384196,7202,355372,28824,6799,403,33333,440,-4509,-37
US,Kentucky,2020-09-14,416192,7634,384196,31996,7202,432,28824,403,3172,29
US,Kentucky,2020-09-21,449914,7952,416192,33722,7634,318,31996,432,1726,-114
US,Kentucky,2020-09-28,488708,8308,449914,38794,7952,356,33722,318,5072,38
US,Kentucky,2020-10-05,539587,8632,488708,50879,8308,324,38794,356,12085,-32
US,Kentucky,2020-10-12,589739,9026,539587,50152,8632,394,50879,324,-727,70
US,Kentucky,2020-10-19,647256,9618,589739,57517,9026,592,50152,394,7365,198
US,Kentucky,2020-10-26,723405,10191,647256,76149,9618,573,57517,592,18632,-19
US,Kentucky,2020-11-02,807339,10713,723405,83934,10191,522,76149,573,7785,-51
US,Kentucky,2020-11-09,910804,11358,807339,103465,10713,645,83934,522,19531,123
US,Kentucky,2020-11-16,1040462,12147,910804,129658,11358,789,103465,645,26193,144
US,Kentucky,2020-11-23,1178210,12923,1040462,137748,12147,776,129658,789,8090,-13
US,Kentucky,2020-11-30,1332457,13981,1178210,154247,12923,1058,137748,776,16499,282
US,"Kershaw County, SC",2020-03-07,2,0,,,,,,,,
US,"Kershaw County, SC",2020-03-09,4,0,2,2,0,0,,,,
US,"King County, WA",2020-03-02,329,74,,,,,,,,
US,"King County, WA",2020-03-09,83,17,329,-246,74,-57,,,,
US,"Kittitas County, WA",2020-03-08,1,0,,,,,,,,
US,"Kittitas County, WA",2020-03-09,1,0,1,0,0,0,,,,
US,"Klamath County, OR",2020-03-07,2,0,,,,,,,,
US,"Klamath County, OR",2020-03-09,1,0,2,-1,0,0,,,,
US,"Lackland, TX",2020-02-21,2,0,,,,,,,,
US,"Lackland, TX (From Diamond Princess)",2020-02-22,4,0,,,,,,,,
US,"Lackland, TX (From Diamond Princess)",2020-02-24,0,0,4,-4,0,0,,,,
US,"Lackland, TX (From Diamond Princess)",2020-03-02,0,0,0,0,0,0,-4,0,4,0
US,"Lackland, TX (From Diamond Princess)",2020-03-09,0,0,0,0,0,0,0,0,0,0
US,"Lee County, FL",2020-03-07,4,1,,,,,,,,
US,"Lee County, FL",2020-03-09,2,1,4,-2,1,0,,,,
US,"Los Angeles, CA",2020-02-01,2,0,,,,,,,,
US,"Los Angeles, CA",2020-02-03,7,0,2,5,0,0,,,,
US,"Los Angeles, CA",2020-02-10,7,0,7,0,0,0,5,0,-5,0
US,"Los Angeles, CA",2020-02-17,7,0,7,0,0,0,0,0,0,0
US,"Los Angeles, CA",2020-02-24,7,0,7,0,0,0,0,0,0,0
US,"Los Angeles, CA",2020-03-02,61,0,7,54,0,0,0,0,54,0
US,"Los Angeles, CA",2020-03-09,14,0,61,-47,0,0,54,0,-101,0
US,Louisiana,2020-03-10,230,3,,,,,,,,
US,Louisiana,2020-03-16,2941,71,230,2711,3,68,,,,
US,Louisiana,2020-03-23,16258,636,2941,13317,71,565,2711,68,10606,497
US,Louisiana,2020-03-30,60638,2263,16258,44380,636,1627,13317,565,31063,1062
US,Louisiana,2020-04-06,126326,4849,60638,65688,2263,2586,44380,1627,21308,959
US,Louisiana,2020-04-13,157643,7932,126326,31317,4849,3083,65688,2586,-34371,497
US,Louisiana,2020-04-20,179799,10901,157643,22156,7932,2969,31317,3083,-9161,-114
US,Louisiana,2020-04-27,197206,13266,179799,17407,10901,2365,22156,2969,-4749,-604
US,Louisiana,2020-05-04,214592,15334,197206,17386,13266,2068,17407,2365,-21,-297
US,Louisiana,2020-05-11,232402,16871,214592,17810,15334,1537,17386,2068,424,-531
US,Louisiana,2020-05-18,252586,18408,232402,20184,16871,1537,17810,1537,2374,0
US,Louisiana,2020-05-25,271457,19201,252586,18871,18408,793,20184,1537,-1313,-744
US,Louisiana,2020-06-01,291073,20162,271457,19616,19201,961,18871,793,745,168
US,Louisiana,2020-06-08,313061,20870,291073,21988,20162,708,19616,961,2372,-253
US,Louisiana,2020-06-15,339824,21477,313061,26763,20870,607,21988,708,4775,-101
US,Louisiana,2020-06-22,373500,22146,339824,33676,21477,669,26763,607,6913,62
US,Louisiana,2020-06-29,428719,22757,373500,55219,22146,611,33676,669,21543,-58
US,Louisiana,2020-07-06,506296,23508,428719,77577,22757,751,55219,611,22358,140
US,Louisiana,2020-07-13,601297,24375,506296,95001,23508,867,77577,751,17424,116
US,Louisiana,2020-07-20,707521,25285,601297,106224,24375,910,95001,867,11223,43
US,Louisiana,2020-07-27,800516,27311,707521,92995,25285,2026,106224,910,-13229,1116
US,Louisiana,2020-08-03,887387,28994,800516,86871,27311,1683,92995,2026,-6124,-343
US,Louisiana,2020-08-10,946221,30725,887387,58834,28994,1731,86871,1683,-28037,48
US,Louisiana,2020-08-17,984717,32446,946221,38496,30725,1721,58834,1731,-20338,-10
US,Louisiana,2020-08-24,1018632,34025,984717,33915,32446,1579,38496,1721,-4581,-142
US,Louisiana,2020-08-31,1053378,35122,1018632,34746,34025,1097,33915,1579,831,-482
US,Louisiana,2020-09-07,1086787,36163,1053378,33409,35122,1041,34746,1097,-1337,-56
US,Louisiana,2020-09-14,1116180,37191,1086787,29393,36163,1028,33409,1041,-4016,-13
US,Louisiana,2020-09-21,1142250,37948,1116180,26070,37191,757,29393,1028,-3323,-271
US,Louisiana,2020-09-28,1166428,38667,1142250,24178,37948,719,26070,757,-1892,-38
US,Louisiana,2020-10-05,1192089,39316,1166428,25661,38667,649,24178,719,1483,-70
US,Louisiana,2020-10-12,1216962,39954,1192089,24873,39316,638,25661,649,-788,-11
US,Louisiana,2020-10-19,1245815,40598,1216962,28853,39954,644,24873,638,3980,6
US,Louisiana,2020-10-26,1272221,41288,1245815,26406,40598,690,28853,644,-2447,46
US,Louisiana,2020-11-02,1300705,41923,1272221,28484,41288,635,26406,690,2078,-55
US,Louisiana,2020-11-09,1384762,42635,1300705,84057,41923,712,28484,635,55573,77
US,Louisiana,2020-11-16,1488232,43404,1384762,103470,42635,769,84057,712,19413,57
US,Louisiana,2020-11-23,1590288,44496,1488232,102056,43404,1092,103470,769,-1414,323
US,Louisiana,2020-11-30,1701044,45580,1590288,110756,44496,1084,102056,1092,8700,-8
US,"Madera County, CA",2020-03-07,2,0,,,,,,,,
US,"Madera County, CA",2020-03-09,1,0,2,-1,0,0,,,,
US,"Madison, WI",2020-02-05,5,0,,,,,,,,
US,"Madison, WI",2020-02-10,7,0,5,2,0,0,,,,
US,"Madison, WI",2020-02-17,7,0,7,0,0,0,2,0,-2,0
US,"Madison, WI",2020-02-24,7,0,7,0,0,0,0,0,0,0
US,"Madison, WI",2020-03-02,7,0,7,0,0,0,0,0,0,0
US,"Madison, WI",2020-03-09,1,0,7,-6,0,0,0,0,-6,0
US,Maine,2020-03-10,16,0,,,,,,,,
